date,year,month,day_of_year,weekday,day_name,day_type,activity_type,floor_area_m2,volume_m3,operating_hours,occupancy_factor,lighting_schedule_factor,equipment_schedule_factor,fan_schedule_factor,pump_schedule_factor,heating_setpoint_c,cooling_setpoint_c,heating_mode_weight,cooling_mode_weight,shoulder_mode_weight,seasonal_energy_proxy_factor,source
2021-01-28,2021,1,28,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.78,0.813,0.835,0.857,0.846,22.0,24.0,1.0,0.0,0.0,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-01-29,2021,1,29,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1716,0.2959,0.3787,0.1538,0.14,22.0,24.0,1.0,0.0,0.0,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-01-30,2021,1,30,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1716,0.2959,0.3787,0.1538,0.14,22.0,24.0,1.0,0.0,0.0,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-01-31,2021,1,31,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.78,0.813,0.835,0.857,0.846,22.0,24.0,1.0,0.0,0.0,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-01,2021,2,32,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-02,2021,2,33,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-03,2021,2,34,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-04,2021,2,35,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-05,2021,2,36,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-06,2021,2,37,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-07,2021,2,38,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-08,2021,2,39,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-09,2021,2,40,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-10,2021,2,41,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-11,2021,2,42,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-12,2021,2,43,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-13,2021,2,44,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-14,2021,2,45,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-15,2021,2,46,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-16,2021,2,47,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-17,2021,2,48,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-18,2021,2,49,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-19,2021,2,50,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-20,2021,2,51,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-21,2021,2,52,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-22,2021,2,53,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-23,2021,2,54,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-24,2021,2,55,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-25,2021,2,56,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-26,2021,2,57,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-27,2021,2,58,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.1936,0.3146,0.3952,0.1586,0.1452,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-02-28,2021,2,59,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,0.88,0.898,0.91,0.922,0.916,22.0,24.0,0.95,0.0,0.050000000000000044,1.05,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-01,2021,3,60,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-02,2021,3,61,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-03,2021,3,62,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-04,2021,3,63,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-05,2021,3,64,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-06,2021,3,65,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-07,2021,3,66,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-08,2021,3,67,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-09,2021,3,68,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-10,2021,3,69,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-11,2021,3,70,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-12,2021,3,71,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-13,2021,3,72,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-14,2021,3,73,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-15,2021,3,74,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-16,2021,3,75,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-17,2021,3,76,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-18,2021,3,77,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-19,2021,3,78,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-20,2021,3,79,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-21,2021,3,80,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-22,2021,3,81,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-23,2021,3,82,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-24,2021,3,83,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-25,2021,3,84,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-26,2021,3,85,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-27,2021,3,86,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-28,2021,3,87,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-29,2021,3,88,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-30,2021,3,89,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-03-31,2021,3,90,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.45,0.15,0.55,0.94,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-01,2021,4,91,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-02,2021,4,92,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-03,2021,4,93,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-04,2021,4,94,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-05,2021,4,95,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-06,2021,4,96,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-07,2021,4,97,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-08,2021,4,98,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-09,2021,4,99,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-10,2021,4,100,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-11,2021,4,101,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-12,2021,4,102,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-13,2021,4,103,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-14,2021,4,104,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-15,2021,4,105,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-16,2021,4,106,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-17,2021,4,107,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-18,2021,4,108,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-19,2021,4,109,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-20,2021,4,110,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-21,2021,4,111,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-22,2021,4,112,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-23,2021,4,113,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-24,2021,4,114,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-25,2021,4,115,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-26,2021,4,116,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-27,2021,4,117,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-28,2021,4,118,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-29,2021,4,119,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-04-30,2021,4,120,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.35,0.65,0.88,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-01,2021,5,121,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-02,2021,5,122,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-03,2021,5,123,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-04,2021,5,124,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-05,2021,5,125,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-06,2021,5,126,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-07,2021,5,127,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-08,2021,5,128,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-09,2021,5,129,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-10,2021,5,130,0,Monday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-11,2021,5,131,1,Tuesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-12,2021,5,132,2,Wednesday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-13,2021,5,133,3,Thursday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-14,2021,5,134,4,Friday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-15,2021,5,135,5,Saturday,weekend,Generic Office Area,17948.18,97074.29,4.0,0.22,0.337,0.415,0.1643,0.1513,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
2021-05-16,2021,5,136,6,Sunday,weekday,Generic Office Area,17948.18,97074.29,12.0,1.0,1.0,1.0,1.0,1.0,22.0,24.0,0.0,0.7,0.30000000000000004,0.98,DesignBuilder building report + transparent activity-based proxy; not exact hourly DB schedule
